city,Year,Month,Hour,Mean_GHI_Wh_m2,Mean_DNI_Wh_m2,Mean_DHI_Wh_m2,Mean_Temperature_C,Mean_Dew_Point_C,Mean_Wind_Speed_ms,Mean_Station_Pressure_Pa
Calgary,1998,1,0,0.0,0.0,0.0,-14.52,-19.36,2.54,88377.74
Calgary,1998,1,1,0.0,0.0,0.0,-14.87,-19.33,2.93,88376.45
Calgary,1998,1,2,0.0,0.0,0.0,-14.86,-19.56,2.84,88386.13
Calgary,1998,1,3,0.0,0.0,0.0,-14.87,-19.49,2.59,88381.29
Calgary,1998,1,4,0.0,0.0,0.0,-14.55,-19.25,2.69,88370.65
Calgary,1998,1,5,0.0,0.0,0.0,-14.72,-19.28,2.92,88370.65
Calgary,1998,1,6,0.0,0.0,0.0,-14.77,-19.12,2.75,88370.97
Calgary,1998,1,7,0.0,0.0,0.0,-14.36,-18.77,2.7,88386.45
Calgary,1998,1,8,3.96,1.89,2.01,-14.47,-18.58,2.95,88398.39
Calgary,1998,1,9,52.5,106.41,37.92,-14.02,-18.43,2.95,88424.19
Calgary,1998,1,10,127.75,241.83,74.19,-12.69,-17.67,3.28,88439.35
Calgary,1998,1,11,187.07,288.48,104.01,-11.56,-16.82,3.26,88411.61
Calgary,1998,1,12,216.4,336.39,109.38,-10.86,-16.39,3.06,88380.65
Calgary,1998,1,13,224.13,387.52,103.97,-10.26,-16.17,3.26,88352.9
Calgary,1998,1,14,188.02,380.39,89.5,-10.17,-16.27,3.2,88350.0
Calgary,1998,1,15,122.05,387.34,54.12,-10.64,-16.55,2.88,88371.94
Calgary,1998,1,16,35.64,224.2,18.15,-11.47,-17.08,2.69,88392.58
Calgary,1998,1,17,0.02,0.0,0.02,-12.07,-17.32,2.45,88416.13
Calgary,1998,1,18,0.0,0.0,0.0,-12.92,-18.14,2.64,88418.71
Calgary,1998,1,19,0.0,0.0,0.0,-13.95,-18.81,2.53,88417.1
Calgary,1998,1,20,0.0,0.0,0.0,-14.21,-18.96,2.61,88413.23
Calgary,1998,1,21,0.0,0.0,0.0,-14.43,-19.19,2.34,88412.58
Calgary,1998,1,22,0.0,0.0,0.0,-14.85,-19.54,2.43,88410.0
Calgary,1998,1,23,0.0,0.0,0.0,-14.42,-19.13,2.42,88412.58
Calgary,1998,2,0,0.0,0.0,0.0,-4.66,-9.92,2.48,88223.57
Calgary,1998,2,1,0.0,0.0,0.0,-5.07,-10.02,2.71,88227.14
Calgary,1998,2,2,0.0,0.0,0.0,-5.17,-10.26,2.89,88226.79
Calgary,1998,2,3,0.0,0.0,0.0,-5.61,-10.53,2.65,88228.21
Calgary,1998,2,4,0.0,0.0,0.0,-5.51,-10.69,2.6,88233.21
Calgary,1998,2,5,0.0,0.0,0.0,-5.94,-10.94,2.24,88239.64
Calgary,1998,2,6,0.0,0.0,0.0,-6.15,-10.97,2.24,88237.5
Calgary,1998,2,7,2.48,1.17,1.23,-6.35,-10.88,2.35,88250.36
Calgary,1998,2,8,32.72,82.39,21.78,-5.02,-9.82,1.99,88265.36
Calgary,1998,2,9,148.49,398.41,58.71,-2.69,-9.01,2.41,88269.29
Calgary,1998,2,10,270.54,552.24,87.18,-0.49,-8.03,2.77,88258.93
Calgary,1998,2,11,331.31,534.09,111.89,0.58,-7.55,2.99,88244.64
Calgary,1998,2,12,373.52,583.99,115.5,1.58,-7.42,3.53,88207.5
Calgary,1998,2,13,357.1,529.56,126.84,1.61,-7.14,4.12,88188.21
Calgary,1998,2,14,284.17,398.18,128.63,1.64,-7.4,4.21,88180.71
Calgary,1998,2,15,216.39,375.96,101.07,1.18,-7.39,3.83,88196.07
Calgary,1998,2,16,133.13,433.46,51.35,0.4,-7.3,3.39,88205.71
Calgary,1998,2,17,31.14,216.53,14.17,-0.93,-7.67,2.85,88227.5
Calgary,1998,2,18,0.04,0.0,0.04,-1.85,-7.79,2.63,88250.0
Calgary,1998,2,19,0.0,0.0,0.0,-2.45,-8.22,2.76,88260.0
Calgary,1998,2,20,0.0,0.0,0.0,-2.9,-8.75,2.54,88252.14
Calgary,1998,2,21,0.0,0.0,0.0,-3.26,-9.0,2.7,88254.64
Calgary,1998,2,22,0.0,0.0,0.0,-3.96,-9.5,2.7,88257.5
Calgary,1998,2,23,0.0,0.0,0.0,-4.0,-9.67,3.01,88260.71
Calgary,1998,3,0,0.0,0.0,0.0,-6.24,-9.54,3.07,88923.55
Calgary,1998,3,1,0.0,0.0,0.0,-6.42,-9.61,3.16,88918.39
Calgary,1998,3,2,0.0,0.0,0.0,-6.81,-9.89,3.15,88907.74
Calgary,1998,3,3,0.0,0.0,0.0,-7.06,-10.03,2.81,88896.13
Calgary,1998,3,4,0.0,0.0,0.0,-7.31,-10.18,2.67,88910.65
Calgary,1998,3,5,0.0,0.0,0.0,-7.52,-10.16,2.63,88910.97
Calgary,1998,3,6,2.09,1.0,1.02,-7.43,-10.1,3.04,88919.68
Calgary,1998,3,7,41.33,94.7,27.25,-6.48,-9.53,2.95,88926.77
Calgary,1998,3,8,156.84,260.64,84.41,-5.09,-8.67,2.93,88935.81
Calgary,1998,3,9,252.63,305.22,129.79,-3.58,-7.91,3.33,88938.71
Calgary,1998,3,10,348.41,323.44,183.69,-2.55,-7.46,3.74,88938.71
Calgary,1998,3,11,426.37,386.27,203.08,-1.83,-7.07,4.1,88919.03
Calgary,1998,3,12,440.53,373.91,212.4,-1.18,-6.92,4.47,88900.0
Calgary,1998,3,13,425.36,362.2,208.06,-1.03,-6.89,4.57,88864.84
Calgary,1998,3,14,366.32,304.46,200.28,-0.9,-6.99,4.58,88860.0
Calgary,1998,3,15,293.8,289.58,161.76,-0.98,-6.9,4.73,88857.42
Calgary,1998,3,16,212.61,313.21,109.09,-1.18,-6.69,4.23,88857.1
Calgary,1998,3,17,118.57,335.36,57.2,-1.76,-6.79,4.2,88853.87
Calgary,1998,3,18,18.95,107.52,11.18,-2.82,-7.14,3.95,88863.23
Calgary,1998,3,19,0.0,0.0,0.0,-3.5,-7.38,3.75,88880.0
Calgary,1998,3,20,0.0,0.0,0.0,-4.24,-7.83,3.65,88890.97
Calgary,1998,3,21,0.0,0.0,0.0,-4.49,-8.25,3.81,88899.35
Calgary,1998,3,22,0.0,0.0,0.0,-5.08,-8.58,3.74,88888.71
Calgary,1998,3,23,0.0,0.0,0.0,-5.55,-8.76,3.3,88885.16
Calgary,1998,4,0,0.0,0.0,0.0,2.71,-1.44,3.74,88906.0
Calgary,1998,4,1,0.0,0.0,0.0,2.35,-1.45,3.52,88904.0
Calgary,1998,4,2,0.0,0.0,0.0,2.17,-1.47,3.41,88903.0
Calgary,1998,4,3,0.0,0.0,0.0,1.62,-1.75,3.16,88915.33
Calgary,1998,4,4,0.0,0.0,0.0,1.05,-1.88,2.89,88925.67
Calgary,1998,4,5,1.97,0.92,0.99,0.89,-1.9,2.78,88936.67
Calgary,1998,4,6,56.0,122.46,37.35,2.66,-1.2,2.64,88958.67
Calgary,1998,4,7,191.9,344.57,92.96,4.81,-0.84,3.02,88977.0
Calgary,1998,4,8,331.15,442.28,137.98,6.65,-1.02,3.56,88974.0
Calgary,1998,4,9,455.57,491.93,176.09,7.89,-1.41,3.74,88970.67
Calgary,1998,4,10,537.26,476.54,218.95,9.06,-1.6,4.11,88953.67
Calgary,1998,4,11,561.97,407.35,262.74,9.87,-1.83,4.03,88936.33
Calgary,1998,4,12,563.37,376.99,278.61,10.53,-2.03,4.25,88904.33
Calgary,1998,4,13,522.57,326.25,280.65,10.99,-2.02,4.38,88878.0
Calgary,1998,4,14,483.75,331.94,257.53,11.09,-1.67,4.99,88858.0
Calgary,1998,4,15,426.17,375.61,206.7,11.19,-1.66,4.35,88841.0
Calgary,1998,4,16,349.81,417.27,157.48,10.95,-1.54,5.01,88839.0
Calgary,1998,4,17,237.81,425.15,105.03,10.21,-1.23,4.99,88840.33
Calgary,1998,4,18,112.17,394.77,51.51,8.39,-0.89,4.5,88845.0
Calgary,1998,4,19,12.62,66.6,7.55,6.37,-0.89,3.52,88871.33
Calgary,1998,4,20,0.0,0.0,0.0,5.47,-0.96,3.32,88908.67
Calgary,1998,4,21,0.0,0.0,0.0,4.63,-0.92,3.81,88918.67
Calgary,1998,4,22,0.0,0.0,0.0,4.05,-1.18,3.5,88920.67
Calgary,1998,4,23,0.0,0.0,0.0,3.11,-1.42,3.24,88929.33
Calgary,1998,5,0,0.0,0.0,0.0,8.7,2.96,2.83,88779.35
Calgary,1998,5,1,0.0,0.0,0.0,7.66,3.0,2.9,88770.65
Calgary,1998,5,2,0.0,0.0,0.0,6.99,2.95,2.98,88761.29
Calgary,1998,5,3,0.0,0.0,0.0,6.54,2.93,2.81,88754.52
Calgary,1998,5,4,2.26,1.06,1.14,6.3,2.87,2.88,88760.65
Calgary,1998,5,5,19.39,27.39,16.12,7.41,3.98,2.86,88771.29
Calgary,1998,5,6,125.49,250.24,66.63,9.41,4.59,3.59,88791.94
Calgary,1998,5,7,248.36,397.37,94.18,11.18,5.03,4.09,88803.87
Calgary,1998,5,8,367.63,444.5,131.41,12.84,5.23,4.51,88801.61
Calgary,1998,5,9,510.01,528.57,162.57,14.44,5.24,4.87,88787.74
Calgary,1998,5,10,614.69,571.45,184.04,15.77,5.07,5.06,88770.0
Calgary,1998,5,11,681.41,601.07,191.68,16.99,4.91,5.2,88741.29
Calgary,1998,5,12,718.69,586.18,227.76,17.61,4.7,5.15,88713.55
Calgary,1998,5,13,701.49,594.0,214.48,17.91,4.06,4.92,88682.58
Calgary,1998,5,14,623.04,543.01,209.2,17.97,4.37,6.01,88664.52
Calgary,1998,5,15,544.61,528.82,190.58,17.65,4.55,5.57,88658.06
Calgary,1998,5,16,433.38,528.27,144.71,17.21,4.25,5.92,88653.87
Calgary,1998,5,17,313.62,499.33,112.39,16.5,3.95,5.66,88647.42
Calgary,1998,5,18,194.71,474.52,75.68,15.35,4.02,5.22,88654.19
Calgary,1998,5,19,64.9,307.17,33.89,13.69,3.71,4.55,88670.0
Calgary,1998,5,20,2.53,2.86,2.12,12.21,3.76,4.07,88709.35
Calgary,1998,5,21,0.0,0.0,0.0,11.04,3.45,3.87,88733.87
Calgary,1998,5,22,0.0,0.0,0.0,10.08,3.46,3.3,88740.0
Calgary,1998,5,23,0.0,0.0,0.0,9.32,3.45,3.28,88740.97
Calgary,1998,6,0,0.0,0.0,0.0,9.53,7.06,4.01,88980.67
Calgary,1998,6,1,0.0,0.0,0.0,9.02,6.89,3.66,88975.33
Calgary,1998,6,2,0.0,0.0,0.0,8.58,6.57,3.47,88969.0
Calgary,1998,6,3,0.0,0.0,0.0,8.21,6.27,3.46,88969.33
Calgary,1998,6,4,2.61,1.27,1.31,8.16,6.08,3.26,88989.0
Calgary,1998,6,5,66.49,127.24,48.63,9.36,7.05,3.51,89003.67
Calgary,1998,6,6,162.39,234.14,94.6,11.0,7.83,3.42,89014.67
Calgary,1998,6,7,294.71,336.19,147.23,12.34,7.95,4.23,89020.67
Calgary,1998,6,8,412.39,386.72,188.21,13.68,8.24,4.76,89015.67
Calgary,1998,6,9,512.97,411.64,224.06,14.56,8.41,4.96,89011.33
Calgary,1998,6,10,587.74,394.83,273.11,15.23,8.57,4.73,89003.33
Calgary,1998,6,11,615.06,352.04,312.92,15.68,8.79,5.09,88989.33
Calgary,1998,6,12,605.49,276.25,361.71,16.38,8.47,4.75,88971.33
Calgary,1998,6,13,573.4,252.89,354.01,16.33,8.61,4.79,88956.0
Calgary,1998,6,14,547.44,263.8,332.76,16.18,8.29,4.71,88959.0
Calgary,1998,6,15,489.68,275.86,289.73,15.89,8.62,4.95,88960.0
Calgary,1998,6,16,385.74,227.74,247.69,15.22,8.46,5.71,88963.0
Calgary,1998,6,17,300.06,241.21,187.14,14.8,8.3,4.94,88973.0
Calgary,1998,6,18,192.16,224.58,120.21,14.31,8.19,4.51,88980.33
Calgary,1998,6,19,102.2,244.13,60.39,13.1,8.29,4.31,88996.67
Calgary,1998,6,20,16.98,71.94,12.28,11.94,8.0,4.01,89024.0
Calgary,1998,6,21,0.0,0.0,0.0,11.36,7.85,3.85,89037.0
Calgary,1998,6,22,0.0,0.0,0.0,10.78,7.62,3.69,89040.33
Calgary,1998,6,23,0.0,0.0,0.0,10.15,7.46,3.44,89033.0
Calgary,1998,7,0,0.0,0.0,0.0,13.91,11.27,2.37,89338.06
Calgary,1998,7,1,0.0,0.0,0.0,13.51,10.91,2.37,89341.94
Calgary,1998,7,2,0.0,0.0,0.0,12.98,10.77,2.5,89333.87
Calgary,1998,7,3,0.0,0.0,0.0,12.45,10.53,2.01,89335.16
Calgary,1998,7,4,3.56,1.68,1.78,12.27,10.35,1.9,89343.87
Calgary,1998,7,5,23.49,23.19,20.67,13.38,11.26,2.21,89357.42
Calgary,1998,7,6,124.58,241.66,64.93,15.38,12.01,2.62,89363.23
Calgary,1998,7,7,243.22,383.91,90.45,17.27,12.37,3.06,89367.42
Calgary,1998,7,8,374.49,444.1,133.48,18.58,12.57,3.02,89367.1
Calgary,1998,7,9,490.96,472.79,174.61,19.67,12.63,3.55,89347.74
Calgary,1998,7,10,615.97,532.2,205.16,20.93,13.25,3.25,89333.55
Calgary,1998,7,11,698.35,585.99,207.63,21.8,13.19,3.62,89306.45
Calgary,1998,7,12,727.4,580.08,226.46,22.52,13.42,4.08,89280.65
Calgary,1998,7,13,674.49,527.18,226.27,22.91,13.61,4.59,89258.06
Calgary,1998,7,14,605.99,501.74,205.39,22.79,13.47,4.34,89231.94
Calgary,1998,7,15,546.04,493.58,194.35,22.12,12.95,4.49,89225.81
Calgary,1998,7,16,412.47,395.73,176.12,21.58,12.71,4.69,89209.35
Calgary,1998,7,17,295.66,370.08,126.13,21.2,12.77,4.77,89213.55
Calgary,1998,7,18,182.47,329.9,80.71,20.32,12.95,3.83,89223.87
Calgary,1998,7,19,88.87,252.2,48.16,18.75,12.77,3.77,89242.58
Calgary,1998,7,20,8.9,29.85,6.93,17.06,12.12,3.37,89283.23
Calgary,1998,7,21,0.0,0.0,0.0,15.77,11.95,3.07,89315.48
Calgary,1998,7,22,0.0,0.0,0.0,15.32,11.77,2.87,89325.48
Calgary,1998,7,23,0.0,0.0,0.0,14.55,11.57,2.57,89326.77
Calgary,1998,8,0,0.0,0.0,0.0,13.05,8.24,2.65,89308.71
Calgary,1998,8,1,0.0,0.0,0.0,12.43,7.97,2.59,89311.61
Calgary,1998,8,2,0.0,0.0,0.0,11.97,7.77,2.93,89327.42
Calgary,1998,8,3,0.0,0.0,0.0,11.38,7.36,2.85,89340.0
Calgary,1998,8,4,0.0,0.0,0.0,11.1,7.15,2.81,89354.84
Calgary,1998,8,5,2.8,1.34,1.38,11.25,7.2,2.6,89378.71
Calgary,1998,8,6,72.76,134.77,49.14,13.5,8.57,2.9,89404.19
Calgary,1998,8,7,188.07,295.95,92.49,16.18,9.11,3.23,89420.97
Calgary,1998,8,8,350.65,491.46,121.04,18.46,8.95,3.88,89423.87
Calgary,1998,8,9,490.91,605.24,130.57,20.27,9.24,3.77,89422.58
Calgary,1998,8,10,585.55,635.22,142.09,21.58,8.78,4.07,89408.71
Calgary,1998,8,11,677.72,675.28,160.83,22.92,8.22,3.96,89381.94
Calgary,1998,8,12,697.81,658.64,175.03,23.74,8.04,4.15,89349.03
Calgary,1998,8,13,736.28,723.53,170.92,24.45,7.99,4.12,89316.13
Calgary,1998,8,14,654.53,655.93,176.19,24.82,7.94,4.11,89284.84
Calgary,1998,8,15,552.26,629.12,149.35,24.89,7.75,4.73,89260.65
Calgary,1998,8,16,421.42,559.6,129.75,24.3,8.07,4.61,89238.39
Calgary,1998,8,17,304.96,553.83,95.62,23.23,8.4,4.6,89234.19
Calgary,1998,8,18,140.76,355.6,61.68,21.11,8.99,3.8,89236.45
Calgary,1998,8,19,29.53,109.06,19.7,18.72,8.66,3.82,89257.74
Calgary,1998,8,20,0.18,0.0,0.18,17.19,8.72,3.46,89294.84
Calgary,1998,8,21,0.0,0.0,0.0,16.3,8.6,2.87,89306.45
Calgary,1998,8,22,0.0,0.0,0.0,14.84,8.56,3.06,89317.42
Calgary,1998,8,23,0.0,0.0,0.0,13.65,8.12,2.53,89320.65
Calgary,1998,9,0,0.0,0.0,0.0,8.98,3.93,2.98,89039.0
Calgary,1998,9,1,0.0,0.0,0.0,8.23,3.81,2.63,89037.33
Calgary,1998,9,2,0.0,0.0,0.0,7.78,3.61,2.52,89044.0
Calgary,1998,9,3,0.0,0.0,0.0,7.58,3.38,2.7,89054.33
Calgary,1998,9,4,0.0,0.0,0.0,7.26,3.33,2.51,89055.33
Calgary,1998,9,5,0.04,0.01,0.02,7.03,3.36,2.71,89062.67
Calgary,1998,9,6,4.06,1.0,3.04,7.45,3.89,2.5,89074.67
Calgary,1998,9,7,88.22,139.54,58.34,10.05,4.7,3.08,89087.0
Calgary,1998,9,8,242.14,384.75,104.64,12.25,4.77,3.66,89081.0
Calgary,1998,9,9,357.07,494.53,115.84,14.07,4.75,4.02,89070.67
Calgary,1998,9,10,457.73,530.94,144.52,15.67,4.91,4.35,89047.67
Calgary,1998,9,11,542.95,585.22,161.21,16.83,4.9,4.25,89009.67
Calgary,1998,9,12,560.69,588.15,164.7,17.88,4.94,4.36,88971.33
Calgary,1998,9,13,544.12,611.54,144.13,18.83,4.9,4.01,88938.33
Calgary,1998,9,14,455.52,566.45,120.22,19.19,4.93,4.5,88905.67
Calgary,1998,9,15,372.56,526.8,111.17,19.06,4.86,4.48,88895.33
Calgary,1998,9,16,243.94,427.0,85.27,18.29,5.06,4.78,88880.33
Calgary,1998,9,17,130.91,336.56,57.89,16.83,5.0,4.62,88886.67
Calgary,1998,9,18,26.06,104.47,16.33,14.87,4.84,3.87,88903.67
Calgary,1998,9,19,0.13,0.0,0.13,13.47,4.66,4.06,88937.67
Calgary,1998,9,20,0.0,0.0,0.0,12.41,4.38,4.07,88957.0
Calgary,1998,9,21,0.0,0.0,0.0,11.11,4.44,3.72,88983.33
Calgary,1998,9,22,0.0,0.0,0.0,10.04,4.14,2.94,88993.33
Calgary,1998,9,23,0.0,0.0,0.0,9.43,4.11,3.27,89011.0
Calgary,1998,10,0,0.0,0.0,0.0,3.85,-2.11,3.05,89023.87
Calgary,1998,10,1,0.0,0.0,0.0,3.5,-2.15,3.03,89020.32
Calgary,1998,10,2,0.0,0.0,0.0,2.98,-2.42,3.15,89021.29
Calgary,1998,10,3,0.0,0.0,0.0,2.78,-2.56,3.17,89024.52
Calgary,1998,10,4,0.0,0.0,0.0,2.45,-2.6,3.13,89030.0
Calgary,1998,10,5,0.0,0.0,0.0,2.69,-2.48,3.06,89036.45
Calgary,1998,10,6,0.93,0.43,0.45,2.77,-2.45,2.93,89040.97
Calgary,1998,10,7,11.4,30.91,7.32,3.83,-1.72,2.73,89070.0
Calgary,1998,10,8,129.95,312.89,60.99,6.23,-0.82,2.96,89087.74
Calgary,1998,10,9,248.67,474.51,87.55,8.61,-0.65,3.98,89085.48
Calgary,1998,10,10,323.35,479.61,115.89,10.1,-0.61,4.27,89077.42
Calgary,1998,10,11,374.2,485.39,137.89,11.27,-0.8,4.64,89062.58
Calgary,1998,10,12,384.23,483.06,141.97,12.11,-0.95,4.43,89025.81
Calgary,1998,10,13,340.34,421.6,143.05,12.51,-1.15,4.68,88997.74
Calgary,1998,10,14,287.99,409.17,125.73,12.63,-1.26,4.28,88981.61
Calgary,1998,10,15,229.59,464.82,92.18,12.01,-1.15,4.39,88979.68
Calgary,1998,10,16,119.18,415.91,48.84,10.42,-0.94,4.4,88979.68
Calgary,1998,10,17,24.2,126.85,13.23,8.35,-1.03,4.08,88989.35
Calgary,1998,10,18,0.05,0.0,0.05,6.89,-0.82,3.92,89001.29
Calgary,1998,10,19,0.0,0.0,0.0,6.14,-1.11,3.97,89006.13
Calgary,1998,10,20,0.0,0.0,0.0,5.4,-1.32,3.93,89020.32
Calgary,1998,10,21,0.0,0.0,0.0,4.67,-1.68,3.74,89016.77
Calgary,1998,10,22,0.0,0.0,0.0,4.33,-2.07,3.5,89011.61
Calgary,1998,10,23,0.0,0.0,0.0,3.74,-2.25,3.19,89013.55
Calgary,1998,11,0,0.0,0.0,0.0,-3.64,-7.29,2.64,88449.67
Calgary,1998,11,1,0.0,0.0,0.0,-3.78,-7.5,2.8,88437.67
Calgary,1998,11,2,0.0,0.0,0.0,-3.93,-7.55,2.29,88441.67
Calgary,1998,11,3,0.0,0.0,0.0,-3.4,-7.18,3.04,88423.33
Calgary,1998,11,4,0.0,0.0,0.0,-3.6,-7.31,2.79,88409.67
Calgary,1998,11,5,0.0,0.0,0.0,-3.65,-7.42,3.13,88412.67
Calgary,1998,11,6,0.0,0.0,0.0,-3.76,-7.58,3.02,88431.67
Calgary,1998,11,7,1.93,0.92,0.94,-3.89,-7.63,2.89,88449.0
Calgary,1998,11,8,15.94,15.14,14.07,-3.12,-7.01,3.31,88475.0
Calgary,1998,11,9,98.45,213.63,58.05,-1.94,-6.26,3.29,88486.33
Calgary,1998,11,10,158.27,246.09,91.84,-0.89,-5.91,4.1,88492.67
Calgary,1998,11,11,190.55,261.62,107.02,0.0,-5.57,4.13,88478.0
Calgary,1998,11,12,200.84,250.8,117.52,0.57,-5.61,4.32,88455.67
Calgary,1998,11,13,184.99,245.22,109.69,0.7,-5.56,4.32,88445.67
Calgary,1998,11,14,155.54,276.23,88.94,0.24,-5.75,4.4,88452.0
Calgary,1998,11,15,94.02,257.59,54.38,-0.56,-6.06,4.35,88469.67
Calgary,1998,11,16,19.53,88.83,13.22,-1.47,-6.35,3.71,88491.67
Calgary,1998,11,17,0.0,0.0,0.0,-1.93,-6.46,3.38,88492.33
Calgary,1998,11,18,0.0,0.0,0.0,-2.46,-6.63,3.05,88484.33
Calgary,1998,11,19,0.0,0.0,0.0,-2.9,-6.78,2.7,88482.33
Calgary,1998,11,20,0.0,0.0,0.0,-2.99,-6.75,2.84,88466.0
Calgary,1998,11,21,0.0,0.0,0.0,-3.2,-6.77,2.62,88454.0
Calgary,1998,11,22,0.0,0.0,0.0,-3.34,-6.99,2.91,88443.33
Calgary,1998,11,23,0.0,0.0,0.0,-3.65,-7.17,2.55,88427.0
Calgary,1998,12,0,0.0,0.0,0.0,-9.61,-15.37,4.3,88842.26
Calgary,1998,12,1,0.0,0.0,0.0,-9.22,-15.36,4.81,88840.0
Calgary,1998,12,2,0.0,0.0,0.0,-9.23,-15.37,4.23,88865.81
Calgary,1998,12,3,0.0,0.0,0.0,-9.35,-15.39,4.14,88870.65
Calgary,1998,12,4,0.0,0.0,0.0,-9.53,-15.62,4.3,88867.1
Calgary,1998,12,5,0.0,0.0,0.0,-9.86,-15.65,3.38,88876.45
Calgary,1998,12,6,0.0,0.0,0.0,-9.83,-15.64,3.5,88879.35
Calgary,1998,12,7,0.0,0.0,0.0,-9.79,-15.81,3.62,88890.32
Calgary,1998,12,8,4.03,1.89,2.02,-9.74,-15.53,3.79,88917.1
Calgary,1998,12,9,49.52,142.57,33.05,-8.5,-14.5,3.62,88939.03
Calgary,1998,12,10,118.21,336.43,51.03,-6.73,-13.91,4.11,88936.45
Calgary,1998,12,11,164.45,377.34,67.33,-5.25,-13.61,4.78,88894.52
Calgary,1998,12,12,198.76,468.82,69.03,-4.62,-13.56,4.56,88860.97
Calgary,1998,12,13,181.51,446.69,66.68,-4.61,-13.47,4.74,88837.74
Calgary,1998,12,14,128.37,398.25,49.0,-4.61,-13.73,4.62,88819.35
Calgary,1998,12,15,68.06,362.72,29.0,-5.92,-14.01,4.37,88822.58
Calgary,1998,12,16,5.66,4.18,2.92,-7.15,-14.47,4.11,88827.42
Calgary,1998,12,17,0.0,0.0,0.0,-8.16,-14.71,4.25,88827.42
Calgary,1998,12,18,0.0,0.0,0.0,-8.89,-15.27,4.0,88834.84
Calgary,1998,12,19,0.0,0.0,0.0,-9.28,-15.58,4.25,88836.13
Calgary,1998,12,20,0.0,0.0,0.0,-9.03,-15.18,4.07,88835.16
Calgary,1998,12,21,0.0,0.0,0.0,-9.1,-15.06,4.63,88838.39
Calgary,1998,12,22,0.0,0.0,0.0,-9.38,-15.37,4.62,88849.35
Calgary,1998,12,23,0.0,0.0,0.0,-9.65,-15.64,4.76,88858.06
Calgary,1999,1,0,0.0,0.0,0.0,-8.77,-13.85,3.25,88566.45
Calgary,1999,1,1,0.0,0.0,0.0,-8.84,-13.92,3.15,88549.03
Calgary,1999,1,2,0.0,0.0,0.0,-9.26,-14.17,3.27,88554.52
Calgary,1999,1,3,0.0,0.0,0.0,-9.28,-14.03,3.47,88536.45
Calgary,1999,1,4,0.0,0.0,0.0,-9.41,-14.26,3.33,88514.84
Calgary,1999,1,5,0.0,0.0,0.0,-9.79,-14.72,3.6,88523.55
Calgary,1999,1,6,0.0,0.0,0.0,-9.98,-14.93,4.11,88546.77
Calgary,1999,1,7,0.0,0.0,0.0,-9.76,-14.76,3.78,88554.52
Calgary,1999,1,8,3.93,1.84,1.98,-9.41,-14.48,3.53,88571.61
Calgary,1999,1,9,50.24,103.84,36.8,-8.65,-13.84,3.7,88597.1
Calgary,1999,1,10,123.67,298.72,57.96,-7.5,-13.11,4.55,88607.42
Calgary,1999,1,11,177.49,338.87,80.29,-6.53,-12.66,4.61,88574.84
Calgary,1999,1,12,212.53,361.57,98.24,-5.83,-12.5,4.95,88548.06
Calgary,1999,1,13,208.03,363.92,97.2,-5.5,-12.41,4.65,88517.74
Calgary,1999,1,14,166.64,337.2,79.53,-5.55,-12.28,4.53,88515.16
Calgary,1999,1,15,100.07,295.8,49.2,-5.77,-12.66,4.42,88523.55
Calgary,1999,1,16,31.0,174.97,17.4,-6.45,-13.14,4.64,88532.26
Calgary,1999,1,17,0.36,0.19,0.16,-7.2,-13.35,4.14,88536.13
Calgary,1999,1,18,0.0,0.0,0.0,-7.59,-13.53,4.14,88548.71
Calgary,1999,1,19,0.0,0.0,0.0,-7.64,-13.53,3.97,88556.45
Calgary,1999,1,20,0.0,0.0,0.0,-8.31,-13.61,4.38,88554.84
Calgary,1999,1,21,0.0,0.0,0.0,-8.19,-13.47,4.3,88545.48
Calgary,1999,1,22,0.0,0.0,0.0,-8.86,-13.96,3.29,88543.87
Calgary,1999,1,23,0.0,0.0,0.0,-8.79,-14.14,3.17,88549.68
Calgary,1999,2,0,0.0,0.0,0.0,-4.71,-12.21,2.78,88141.43
Calgary,1999,2,1,0.0,0.0,0.0,-5.06,-12.6,2.93,88148.21
Calgary,1999,2,2,0.0,0.0,0.0,-5.61,-12.72,2.98,88156.43
Calgary,1999,2,3,0.0,0.0,0.0,-4.95,-12.8,3.37,88145.0
Calgary,1999,2,4,0.0,0.0,0.0,-4.98,-12.7,2.83,88152.5
Calgary,1999,2,5,0.0,0.0,0.0,-5.4,-12.9,3.13,88165.36
Calgary,1999,2,6,0.0,0.0,0.0,-5.37,-12.72,3.34,88176.07
Calgary,1999,2,7,2.45,1.16,1.22,-5.4,-12.8,3.37,88187.86
Calgary,1999,2,8,32.57,78.12,22.22,-3.71,-11.69,2.73,88202.14
Calgary,1999,2,9,149.63,361.91,68.29,-1.04,-11.14,3.62,88206.07
Calgary,1999,2,10,243.79,478.22,88.74,1.18,-11.21,3.97,88206.43
Calgary,1999,2,11,309.03,507.49,107.12,2.74,-11.39,4.28,88183.93
Calgary,1999,2,12,377.81,611.86,112.29,3.88,-11.47,4.91,88136.43
Calgary,1999,2,13,341.09,523.24,117.73,4.17,-11.09,5.23,88101.79
Calgary,1999,2,14,294.3,473.69,116.27,4.44,-10.95,5.85,88093.21
Calgary,1999,2,15,227.04,481.93,85.47,3.92,-10.96,6.04,88087.86
Calgary,1999,2,16,119.92,382.94,51.71,2.75,-10.58,5.3,88103.57
Calgary,1999,2,17,28.46,179.67,14.13,1.04,-10.77,5.11,88120.0
