city,Year,Month,Hour,Mean_GHI_Wh_m2,Mean_DNI_Wh_m2,Mean_DHI_Wh_m2,Mean_Temperature_C,Mean_Dew_Point_C,Mean_Wind_Speed_ms,Mean_Station_Pressure_Pa
Calgary,2008,7,11,765.66,685.47,192.59,20.1,8.63,3.86,89078.71
Calgary,2008,7,12,744.63,628.89,202.37,20.52,8.64,3.57,89053.23
Calgary,2008,7,13,639.46,513.35,202.43,20.42,8.66,4.86,89028.06
Calgary,2008,7,14,590.21,476.67,209.15,20.5,9.2,4.98,89008.71
Calgary,2008,7,15,510.31,462.75,180.98,20.48,9.61,4.81,88996.45
Calgary,2008,7,16,448.99,464.98,172.2,20.4,9.53,4.3,88983.55
Calgary,2008,7,17,299.68,405.3,115.37,19.71,9.72,4.38,88970.32
Calgary,2008,7,18,201.4,382.52,83.59,19.0,9.8,4.72,88977.42
Calgary,2008,7,19,90.95,271.75,48.34,17.65,9.95,4.19,89004.19
Calgary,2008,7,20,10.15,32.03,7.9,16.47,9.59,3.77,89037.1
Calgary,2008,7,21,0.0,0.0,0.0,15.52,9.49,3.62,89054.19
Calgary,2008,7,22,0.0,0.0,0.0,14.68,9.57,3.43,89070.0
Calgary,2008,7,23,0.0,0.0,0.0,13.88,9.35,2.75,89064.84
Calgary,2008,8,0,0.0,0.0,0.0,13.23,8.06,3.23,88924.52
Calgary,2008,8,1,0.0,0.0,0.0,12.53,8.12,2.95,88917.74
Calgary,2008,8,2,0.0,0.0,0.0,12.11,7.97,2.39,88918.71
Calgary,2008,8,3,0.0,0.0,0.0,11.57,7.98,2.75,88919.68
Calgary,2008,8,4,0.0,0.0,0.0,11.19,7.78,2.5,88928.39
Calgary,2008,8,5,2.64,1.27,1.31,11.51,7.85,2.58,88936.77
Calgary,2008,8,6,67.18,122.39,45.3,12.68,8.14,2.24,88947.74
Calgary,2008,8,7,165.69,240.52,86.03,14.58,8.48,2.95,88958.71
Calgary,2008,8,8,301.11,366.74,126.46,16.55,8.28,3.63,88960.97
Calgary,2008,8,9,425.01,473.75,138.83,18.13,8.44,4.12,88962.58
Calgary,2008,8,10,541.18,529.18,166.57,19.57,8.25,4.53,88950.97
Calgary,2008,8,11,630.2,553.66,201.68,20.45,8.16,4.58,88929.68
Calgary,2008,8,12,657.83,550.37,216.47,20.95,7.88,4.43,88908.06
Calgary,2008,8,13,597.09,509.25,197.32,21.35,7.77,4.45,88895.16
Calgary,2008,8,14,558.06,502.47,188.72,21.77,7.88,4.86,88873.23
Calgary,2008,8,15,487.67,513.33,157.45,21.51,7.97,5.03,88859.35
Calgary,2008,8,16,349.05,415.84,132.94,21.05,7.71,5.4,88848.06
Calgary,2008,8,17,257.37,415.82,98.42,20.4,8.05,5.52,88844.84
Calgary,2008,8,18,134.61,351.59,54.45,18.99,8.43,4.49,88862.26
Calgary,2008,8,19,29.32,126.56,17.61,17.52,8.64,3.79,88896.45
Calgary,2008,8,20,0.11,0.0,0.11,16.47,8.38,4.01,88936.45
Calgary,2008,8,21,0.0,0.0,0.0,15.52,8.18,3.39,88949.35
Calgary,2008,8,22,0.0,0.0,0.0,14.31,8.32,3.3,88950.97
Calgary,2008,8,23,0.0,0.0,0.0,13.66,8.04,2.88,88955.16
Calgary,2008,9,0,0.0,0.0,0.0,7.65,4.15,2.42,89328.33
Calgary,2008,9,1,0.0,0.0,0.0,6.74,3.81,2.27,89324.67
Calgary,2008,9,2,0.0,0.0,0.0,6.26,3.44,2.46,89317.33
Calgary,2008,9,3,0.0,0.0,0.0,6.15,3.15,2.23,89320.0
Calgary,2008,9,4,0.0,0.0,0.0,6.04,2.86,1.81,89322.67
Calgary,2008,9,5,0.03,0.01,0.02,5.56,2.67,1.82,89334.33
Calgary,2008,9,6,3.61,0.95,2.64,5.95,3.04,1.99,89355.0
Calgary,2008,9,7,79.04,102.83,56.48,8.26,4.09,1.76,89371.67
Calgary,2008,9,8,229.5,365.59,102.26,10.98,4.7,2.24,89372.67
Calgary,2008,9,9,364.79,512.68,118.83,13.06,4.88,2.74,89373.67
Calgary,2008,9,10,458.86,528.87,153.11,14.37,4.57,3.06,89364.0
Calgary,2008,9,11,500.32,511.08,174.08,15.35,4.38,3.62,89335.33
Calgary,2008,9,12,524.28,537.61,171.22,16.07,4.19,3.59,89307.33
Calgary,2008,9,13,516.14,555.31,159.62,16.67,3.98,3.88,89288.0
Calgary,2008,9,14,435.26,496.33,147.48,16.85,3.79,3.73,89268.33
Calgary,2008,9,15,373.31,509.56,129.85,16.5,3.98,3.96,89258.67
Calgary,2008,9,16,243.1,440.63,90.37,15.73,4.52,3.9,89263.0
Calgary,2008,9,17,130.08,363.58,53.31,14.48,4.8,3.53,89272.0
Calgary,2008,9,18,24.22,105.31,14.91,12.73,4.86,3.53,89286.67
Calgary,2008,9,19,0.15,0.0,0.15,11.77,4.83,3.36,89315.33
Calgary,2008,9,20,0.0,0.0,0.0,10.85,4.61,3.05,89336.67
Calgary,2008,9,21,0.0,0.0,0.0,9.84,4.57,2.92,89337.33
Calgary,2008,9,22,0.0,0.0,0.0,9.17,4.35,2.94,89338.33
Calgary,2008,9,23,0.0,0.0,0.0,8.25,4.42,2.42,89340.33
Calgary,2008,10,0,0.0,0.0,0.0,3.72,-2.76,3.33,89188.71
Calgary,2008,10,1,0.0,0.0,0.0,3.45,-3.01,3.01,89191.61
Calgary,2008,10,2,0.0,0.0,0.0,2.69,-3.15,3.01,89184.84
Calgary,2008,10,3,0.0,0.0,0.0,2.33,-3.37,2.95,89189.68
Calgary,2008,10,4,0.0,0.0,0.0,2.23,-3.67,2.75,89192.26
Calgary,2008,10,5,0.0,0.0,0.0,2.07,-3.82,2.52,89203.55
Calgary,2008,10,6,0.9,0.39,0.45,1.89,-3.34,2.57,89210.0
Calgary,2008,10,7,3.35,0.19,3.15,2.76,-2.83,2.39,89230.0
Calgary,2008,10,8,103.08,225.11,50.41,5.47,-2.05,2.47,89236.45
Calgary,2008,10,9,240.19,457.36,82.05,7.94,-2.4,3.42,89232.26
Calgary,2008,10,10,321.38,487.19,106.34,9.7,-2.42,3.5,89216.45
Calgary,2008,10,11,377.18,508.9,122.99,10.83,-2.79,4.49,89186.45
Calgary,2008,10,12,384.26,495.54,129.1,11.59,-2.46,4.3,89141.94
Calgary,2008,10,13,385.21,556.74,115.55,12.05,-2.58,4.95,89109.68
Calgary,2008,10,14,305.62,514.27,90.69,12.0,-2.8,5.37,89091.94
Calgary,2008,10,15,234.53,511.02,72.57,11.8,-3.26,5.0,89094.19
Calgary,2008,10,16,113.49,382.28,42.01,10.61,-3.22,4.47,89102.26
Calgary,2008,10,17,19.16,106.58,9.89,8.89,-3.35,4.24,89119.68
Calgary,2008,10,18,0.01,0.0,0.01,7.58,-3.13,3.91,89136.13
Calgary,2008,10,19,0.0,0.0,0.0,6.38,-3.24,3.32,89144.19
Calgary,2008,10,20,0.0,0.0,0.0,5.63,-3.33,3.15,89160.0
Calgary,2008,10,21,0.0,0.0,0.0,5.01,-3.17,3.39,89167.1
Calgary,2008,10,22,0.0,0.0,0.0,4.48,-2.95,3.14,89165.48
Calgary,2008,10,23,0.0,0.0,0.0,4.04,-2.85,3.0,89169.03
Calgary,2008,11,0,0.0,0.0,0.0,1.16,-4.86,3.15,88863.67
Calgary,2008,11,1,0.0,0.0,0.0,1.09,-4.95,3.37,88853.0
Calgary,2008,11,2,0.0,0.0,0.0,1.67,-5.08,3.7,88871.33
Calgary,2008,11,3,0.0,0.0,0.0,1.02,-5.29,3.68,88875.0
Calgary,2008,11,4,0.0,0.0,0.0,1.11,-5.38,3.4,88880.67
Calgary,2008,11,5,0.0,0.0,0.0,0.85,-5.32,3.37,88899.0
Calgary,2008,11,6,0.0,0.0,0.0,0.33,-5.6,3.61,88912.33
Calgary,2008,11,7,1.9,0.87,0.95,0.45,-5.47,3.33,88938.67
Calgary,2008,11,8,14.56,21.88,12.15,0.94,-5.3,2.88,88956.0
Calgary,2008,11,9,102.57,271.97,50.25,2.05,-4.71,3.38,88976.0
Calgary,2008,11,10,195.54,446.73,70.03,3.37,-4.58,3.18,88989.33
Calgary,2008,11,11,234.84,460.96,78.94,4.58,-4.44,3.42,88960.67
Calgary,2008,11,12,266.31,513.62,86.21,5.03,-4.49,3.91,88933.33
Calgary,2008,11,13,223.92,440.14,81.26,5.13,-4.19,4.26,88909.67
Calgary,2008,11,14,175.54,400.71,71.36,4.87,-4.22,3.93,88891.33
Calgary,2008,11,15,107.29,376.47,45.71,3.88,-4.0,3.67,88895.67
Calgary,2008,11,16,21.37,136.93,11.46,2.66,-4.13,3.22,88893.67
Calgary,2008,11,17,0.0,0.0,0.0,2.02,-4.25,2.65,88891.33
Calgary,2008,11,18,0.0,0.0,0.0,1.6,-4.28,2.66,88881.33
Calgary,2008,11,19,0.0,0.0,0.0,1.45,-4.45,2.93,88858.33
Calgary,2008,11,20,0.0,0.0,0.0,1.52,-4.29,2.88,88852.67
Calgary,2008,11,21,0.0,0.0,0.0,1.52,-4.37,3.9,88853.67
Calgary,2008,11,22,0.0,0.0,0.0,1.52,-4.42,3.69,88851.67
Calgary,2008,11,23,0.0,0.0,0.0,1.15,-4.76,3.11,88852.33
Calgary,2008,12,0,0.0,0.0,0.0,-10.93,-15.21,3.55,88748.39
Calgary,2008,12,1,0.0,0.0,0.0,-11.1,-15.27,4.29,88740.97
Calgary,2008,12,2,0.0,0.0,0.0,-11.05,-15.23,4.17,88747.74
Calgary,2008,12,3,0.0,0.0,0.0,-11.12,-15.2,4.58,88745.81
Calgary,2008,12,4,0.0,0.0,0.0,-11.4,-15.29,4.43,88731.94
Calgary,2008,12,5,0.0,0.0,0.0,-11.71,-15.49,3.82,88727.42
Calgary,2008,12,6,0.0,0.0,0.0,-12.12,-15.58,4.27,88728.39
Calgary,2008,12,7,0.0,0.0,0.0,-12.18,-15.67,3.65,88721.29
Calgary,2008,12,8,4.02,1.91,2.0,-12.45,-15.69,3.78,88730.0
Calgary,2008,12,9,47.87,118.94,34.8,-11.87,-15.42,3.76,88740.65
Calgary,2008,12,10,117.17,325.26,53.93,-10.94,-14.98,4.64,88743.87
Calgary,2008,12,11,161.94,367.54,69.22,-9.95,-14.69,5.09,88692.58
Calgary,2008,12,12,180.13,377.49,76.89,-9.62,-14.5,5.05,88651.94
Calgary,2008,12,13,173.56,411.93,68.29,-9.35,-14.49,5.03,88623.87
Calgary,2008,12,14,133.29,425.34,48.56,-9.33,-14.24,4.33,88622.26
Calgary,2008,12,15,68.0,377.83,27.1,-9.92,-14.19,4.13,88642.26
Calgary,2008,12,16,5.93,6.08,3.16,-11.36,-14.72,3.58,88667.42
Calgary,2008,12,17,0.0,0.0,0.0,-11.41,-14.74,3.74,88673.87
Calgary,2008,12,18,0.0,0.0,0.0,-11.68,-15.19,3.7,88673.23
Calgary,2008,12,19,0.0,0.0,0.0,-11.77,-15.37,4.05,88687.42
Calgary,2008,12,20,0.0,0.0,0.0,-11.78,-15.51,4.06,88696.45
Calgary,2008,12,21,0.0,0.0,0.0,-12.14,-15.67,4.27,88716.45
Calgary,2008,12,22,0.0,0.0,0.0,-11.95,-15.53,4.01,88734.84
Calgary,2008,12,23,0.0,0.0,0.0,-12.07,-15.68,3.82,88747.74
Calgary,2009,1,0,0.0,0.0,0.0,-7.23,-13.65,4.51,89038.06
Calgary,2009,1,1,0.0,0.0,0.0,-7.46,-13.95,4.62,89041.94
Calgary,2009,1,2,0.0,0.0,0.0,-7.59,-13.96,5.15,89045.16
Calgary,2009,1,3,0.0,0.0,0.0,-7.71,-14.15,5.1,89042.58
Calgary,2009,1,4,0.0,0.0,0.0,-8.05,-14.27,5.04,89039.03
Calgary,2009,1,5,0.0,0.0,0.0,-8.38,-14.45,4.4,89033.55
Calgary,2009,1,6,0.0,0.0,0.0,-7.96,-14.56,4.52,89035.81
Calgary,2009,1,7,0.0,0.0,0.0,-8.02,-14.65,4.66,89045.16
Calgary,2009,1,8,3.91,1.84,1.93,-7.21,-14.37,4.49,89068.39
Calgary,2009,1,9,67.4,287.03,34.76,-6.25,-13.55,4.72,89093.87
Calgary,2009,1,10,165.76,524.7,53.04,-4.87,-12.8,5.18,89099.03
Calgary,2009,1,11,231.05,598.71,61.5,-4.34,-12.39,5.12,89075.16
Calgary,2009,1,12,258.06,599.75,70.78,-3.36,-12.05,5.26,89036.77
Calgary,2009,1,13,256.06,603.52,73.33,-2.82,-11.7,5.15,89011.61
Calgary,2009,1,14,201.79,546.73,62.22,-2.85,-11.69,4.88,89019.03
Calgary,2009,1,15,133.49,532.12,41.33,-3.0,-12.15,4.62,89039.03
Calgary,2009,1,16,40.2,329.78,14.86,-4.3,-12.31,4.46,89061.94
Calgary,2009,1,17,0.44,0.3,0.12,-4.68,-12.4,4.28,89066.77
Calgary,2009,1,18,0.0,0.0,0.0,-4.92,-12.53,4.29,89065.81
Calgary,2009,1,19,0.0,0.0,0.0,-5.56,-12.83,4.52,89068.39
Calgary,2009,1,20,0.0,0.0,0.0,-6.0,-12.97,3.69,89075.48
Calgary,2009,1,21,0.0,0.0,0.0,-6.39,-13.12,3.97,89071.61
Calgary,2009,1,22,0.0,0.0,0.0,-6.72,-13.42,4.12,89079.35
Calgary,2009,1,23,0.0,0.0,0.0,-6.44,-13.54,3.95,89076.45
Calgary,2009,2,0,0.0,0.0,0.0,-8.65,-12.96,2.68,88908.93
Calgary,2009,2,1,0.0,0.0,0.0,-9.28,-13.21,2.1,88901.43
Calgary,2009,2,2,0.0,0.0,0.0,-9.48,-13.28,2.17,88900.0
Calgary,2009,2,3,0.0,0.0,0.0,-9.6,-13.34,2.24,88890.71
Calgary,2009,2,4,0.0,0.0,0.0,-10.1,-13.31,2.37,88894.64
Calgary,2009,2,5,0.0,0.0,0.0,-10.08,-13.4,2.1,88898.21
Calgary,2009,2,6,0.0,0.0,0.0,-10.04,-13.51,2.27,88899.29
Calgary,2009,2,7,2.48,1.18,1.22,-9.59,-13.39,2.21,88911.43
Calgary,2009,2,8,33.77,95.01,21.92,-8.77,-12.86,2.51,88933.21
Calgary,2009,2,9,152.51,381.89,65.62,-6.92,-11.79,3.23,88952.14
Calgary,2009,2,10,249.47,491.55,85.64,-4.78,-11.19,3.6,88959.64
Calgary,2009,2,11,328.42,543.37,108.85,-3.71,-11.4,4.28,88955.71
Calgary,2009,2,12,371.1,565.44,124.43,-2.87,-11.26,4.64,88921.79
Calgary,2009,2,13,362.53,546.72,127.82,-2.71,-11.18,4.61,88900.71
Calgary,2009,2,14,320.25,538.82,114.26,-2.83,-11.04,4.24,88894.64
Calgary,2009,2,15,239.76,514.07,87.45,-3.43,-10.78,4.35,88903.21
Calgary,2009,2,16,138.57,484.77,52.38,-4.2,-11.01,4.02,88915.71
Calgary,2009,2,17,31.33,218.79,14.59,-5.5,-11.35,3.8,88926.79
Calgary,2009,2,18,0.03,0.0,0.03,-6.4,-11.49,3.71,88939.29
Calgary,2009,2,19,0.0,0.0,0.0,-7.0,-11.69,2.94,88945.0
Calgary,2009,2,20,0.0,0.0,0.0,-7.31,-12.01,2.66,88948.21
Calgary,2009,2,21,0.0,0.0,0.0,-7.9,-12.43,2.53,88941.79
Calgary,2009,2,22,0.0,0.0,0.0,-8.36,-12.71,2.34,88929.29
Calgary,2009,2,23,0.0,0.0,0.0,-8.66,-12.85,2.37,88921.43
Calgary,2009,3,0,0.0,0.0,0.0,-6.75,-10.59,4.26,88645.16
Calgary,2009,3,1,0.0,0.0,0.0,-7.01,-10.83,4.19,88643.55
Calgary,2009,3,2,0.0,0.0,0.0,-6.88,-10.86,4.14,88635.16
Calgary,2009,3,3,0.0,0.0,0.0,-7.17,-11.0,3.36,88622.26
Calgary,2009,3,4,0.0,0.0,0.0,-7.67,-11.05,3.57,88628.71
Calgary,2009,3,5,0.0,0.0,0.0,-7.67,-11.14,3.7,88633.55
Calgary,2009,3,6,2.11,1.0,1.05,-7.67,-11.21,4.0,88649.35
Calgary,2009,3,7,38.81,71.07,29.11,-7.01,-10.85,3.79,88663.87
Calgary,2009,3,8,158.97,284.4,89.15,-5.63,-10.24,3.66,88676.45
Calgary,2009,3,9,281.41,393.15,130.94,-4.14,-9.84,3.84,88682.9
Calgary,2009,3,10,377.1,442.59,158.22,-2.92,-9.69,4.3,88679.03
Calgary,2009,3,11,457.7,484.78,182.81,-2.06,-9.5,5.3,88675.48
Calgary,2009,3,12,494.44,504.95,192.72,-1.48,-9.49,5.77,88643.87
Calgary,2009,3,13,507.3,530.3,194.17,-1.15,-9.33,5.9,88605.16
Calgary,2009,3,14,450.69,505.47,178.94,-0.82,-9.15,5.73,88590.65
Calgary,2009,3,15,368.11,499.55,144.78,-0.82,-9.21,5.71,88589.03
Calgary,2009,3,16,255.37,473.73,104.02,-1.25,-8.68,5.42,88589.03
Calgary,2009,3,17,134.96,442.93,55.64,-2.34,-8.79,4.99,88590.65
Calgary,2009,3,18,23.48,161.83,11.72,-3.15,-9.05,4.8,88595.16
Calgary,2009,3,19,0.0,0.0,0.0,-4.07,-9.19,4.27,88605.48
Calgary,2009,3,20,0.0,0.0,0.0,-4.58,-9.33,4.17,88611.61
Calgary,2009,3,21,0.0,0.0,0.0,-5.16,-9.58,3.94,88623.55
Calgary,2009,3,22,0.0,0.0,0.0,-5.65,-9.83,3.83,88620.0
Calgary,2009,3,23,0.0,0.0,0.0,-6.12,-10.2,4.2,88615.16
Calgary,2009,4,0,0.0,0.0,0.0,0.07,-5.24,2.81,89042.33
Calgary,2009,4,1,0.0,0.0,0.0,-0.17,-5.5,2.91,89038.33
Calgary,2009,4,2,0.0,0.0,0.0,-0.42,-5.96,3.05,89039.33
Calgary,2009,4,3,0.0,0.0,0.0,-0.65,-5.91,3.03,89056.33
Calgary,2009,4,4,0.0,0.0,0.0,-1.05,-5.65,3.44,89079.0
Calgary,2009,4,5,1.94,0.92,0.97,-1.05,-5.59,3.47,89099.33
Calgary,2009,4,6,41.06,37.39,35.73,0.0,-5.33,3.43,89126.67
Calgary,2009,4,7,156.2,215.85,98.92,1.65,-4.98,3.52,89144.0
Calgary,2009,4,8,294.46,327.05,158.34,3.29,-5.14,3.94,89146.67
Calgary,2009,4,9,422.55,403.26,202.1,4.49,-5.2,4.71,89148.67
Calgary,2009,4,10,532.31,462.56,231.65,5.37,-5.6,4.13,89147.0
Calgary,2009,4,11,586.6,464.54,253.63,6.03,-5.35,3.69,89122.33
Calgary,2009,4,12,585.44,431.28,265.44,6.61,-4.75,4.43,89093.0
Calgary,2009,4,13,539.79,372.55,269.4,7.1,-5.02,4.52,89076.67
Calgary,2009,4,14,511.27,384.83,252.96,7.41,-5.02,5.01,89055.67
Calgary,2009,4,15,434.03,390.75,208.53,7.62,-5.61,4.98,89038.67
Calgary,2009,4,16,351.77,424.41,161.91,7.59,-5.48,5.47,89036.33
Calgary,2009,4,17,217.93,382.49,104.69,6.76,-4.92,5.04,89038.67
Calgary,2009,4,18,93.67,316.68,50.2,5.67,-4.89,4.38,89038.33
Calgary,2009,4,19,10.41,43.35,7.26,4.28,-4.74,3.78,89071.33
Calgary,2009,4,20,0.0,0.0,0.0,3.16,-4.41,3.7,89101.0
Calgary,2009,4,21,0.0,0.0,0.0,2.22,-4.75,3.5,89109.67
Calgary,2009,4,22,0.0,0.0,0.0,1.38,-5.07,2.84,89098.67
Calgary,2009,4,23,0.0,0.0,0.0,0.74,-5.15,3.03,89094.0
Calgary,2009,5,0,0.0,0.0,0.0,6.11,-1.69,3.6,89008.06
Calgary,2009,5,1,0.0,0.0,0.0,5.14,-1.51,3.44,89009.68
Calgary,2009,5,2,0.0,0.0,0.0,4.65,-1.65,2.98,88999.68
Calgary,2009,5,3,0.0,0.0,0.0,4.24,-1.6,3.06,88998.71
Calgary,2009,5,4,2.25,1.02,1.14,3.97,-1.91,2.65,88997.1
Calgary,2009,5,5,22.72,38.61,18.23,4.7,-1.25,2.51,89005.81
Calgary,2009,5,6,118.47,201.3,69.47,6.41,-0.56,3.05,89021.29
Calgary,2009,5,7,229.13,314.84,105.19,8.44,-0.43,3.62,89015.16
Calgary,2009,5,8,383.96,431.59,150.65,10.28,-0.44,3.85,88993.23
Calgary,2009,5,9,524.59,499.26,192.42,11.32,-0.82,3.4,88982.26
Calgary,2009,5,10,598.41,504.05,214.08,12.33,-1.11,3.93,88957.42
Calgary,2009,5,11,653.58,542.39,206.37,12.98,-0.87,3.76,88921.29
Calgary,2009,5,12,632.06,520.44,191.44,13.76,-1.08,4.3,88891.61
Calgary,2009,5,13,673.47,545.77,222.04,14.31,-1.33,4.75,88869.35
Calgary,2009,5,14,607.73,516.9,208.7,14.34,-1.3,4.78,88848.71
Calgary,2009,5,15,526.35,478.68,202.8,14.51,-1.36,5.01,88839.35
Calgary,2009,5,16,393.83,399.0,173.81,14.51,-1.4,5.41,88833.87
Calgary,2009,5,17,290.38,394.87,129.96,13.89,-1.17,6.13,88839.68
Calgary,2009,5,18,172.28,350.4,83.09,12.85,-1.64,6.23,88862.26
Calgary,2009,5,19,59.52,219.16,36.22,11.25,-1.59,5.28,88895.16
Calgary,2009,5,20,2.3,1.85,2.04,9.85,-1.5,4.69,88943.87
Calgary,2009,5,21,0.0,0.0,0.0,8.81,-1.4,4.15,88970.32
Calgary,2009,5,22,0.0,0.0,0.0,7.83,-1.48,4.13,88984.84
Calgary,2009,5,23,0.0,0.0,0.0,7.07,-1.38,4.46,88997.42
Calgary,2009,6,0,0.0,0.0,0.0,9.39,3.35,3.37,89025.67
Calgary,2009,6,1,0.0,0.0,0.0,8.86,3.34,3.21,89019.33
Calgary,2009,6,2,0.0,0.0,0.0,8.27,3.15,2.9,89012.0
Calgary,2009,6,3,0.0,0.0,0.0,7.77,2.99,2.39,89013.33
Calgary,2009,6,4,2.66,1.3,1.32,7.62,2.94,2.36,89025.33
Calgary,2009,6,5,56.43,116.76,40.07,8.97,3.61,2.41,89041.67
Calgary,2009,6,6,152.96,269.73,75.05,11.01,4.09,2.89,89053.0
Calgary,2009,6,7,275.69,375.93,110.82,13.05,3.92,4.28,89059.67
Calgary,2009,6,8,449.87,493.42,163.81,14.53,3.59,4.74,89057.33
Calgary,2009,6,9,545.38,525.94,176.23,15.53,3.14,4.77,89038.67
Calgary,2009,6,10,652.62,571.5,197.15,16.46,2.78,4.58,89019.33
Calgary,2009,6,11,722.48,587.48,218.05,17.09,2.52,4.49,88997.0
Calgary,2009,6,12,710.18,545.73,228.68,17.57,2.6,4.55,88970.0
Calgary,2009,6,13,674.11,518.34,224.7,17.67,2.42,4.49,88955.0
Calgary,2009,6,14,589.03,454.92,219.33,17.99,2.68,4.91,88941.33
Calgary,2009,6,15,567.3,505.62,200.95,17.69,2.63,4.86,88926.0
Calgary,2009,6,16,454.66,468.37,170.18,17.31,2.75,5.12,88922.33
Calgary,2009,6,17,313.97,377.34,136.25,17.02,2.62,4.95,88918.33
Calgary,2009,6,18,221.49,368.55,103.29,16.24,2.93,5.2,88924.33
Calgary,2009,6,19,100.48,243.61,59.01,15.19,2.89,4.3,88948.67
Calgary,2009,6,20,13.61,36.42,11.23,13.7,3.04,3.84,88981.0
Calgary,2009,6,21,0.0,0.0,0.0,12.36,3.3,3.73,89008.67
Calgary,2009,6,22,0.0,0.0,0.0,11.51,3.42,3.52,89016.0
Calgary,2009,6,23,0.0,0.0,0.0,10.39,3.33,3.13,89026.0
Calgary,2009,7,0,0.0,0.0,0.0,13.74,8.28,3.14,89452.26
Calgary,2009,7,1,0.0,0.0,0.0,12.83,8.09,3.01,89448.06
Calgary,2009,7,2,0.0,0.0,0.0,12.45,7.85,2.62,89449.68
Calgary,2009,7,3,0.0,0.0,0.0,12.1,7.55,2.84,89456.45
Calgary,2009,7,4,3.58,1.67,1.78,11.67,7.43,3.04,89471.29
Calgary,2009,7,5,17.86,5.42,17.13,12.09,7.7,2.78,89487.42
Calgary,2009,7,6,105.73,150.11,68.46,13.63,8.26,2.81,89493.55
Calgary,2009,7,7,212.74,261.16,108.19,15.73,8.72,3.43,89500.0
Calgary,2009,7,8,374.32,389.21,161.24,17.34,8.73,3.82,89496.77
Calgary,2009,7,9,519.96,511.55,175.07,18.68,8.59,4.01,89480.97
Calgary,2009,7,10,615.17,531.85,203.71,19.47,8.53,3.93,89467.74
Calgary,2009,7,11,658.48,514.35,228.14,20.25,8.63,4.16,89446.77
Calgary,2009,7,12,720.61,586.41,213.49,20.93,8.59,4.58,89422.9
Calgary,2009,7,13,679.94,556.29,206.01,21.24,8.51,4.66,89399.03
Calgary,2009,7,14,657.86,565.32,204.97,21.33,8.6,4.71,89377.42
Calgary,2009,7,15,518.2,476.94,178.7,21.29,8.63,5.0,89360.65
Calgary,2009,7,16,417.37,451.75,148.08,21.25,8.69,4.76,89335.48
Calgary,2009,7,17,327.29,442.02,124.47,20.75,8.65,4.82,89338.39
Calgary,2009,7,18,216.13,379.86,98.74,19.92,8.47,4.69,89362.58
Calgary,2009,7,19,89.74,270.4,47.43,18.56,8.68,4.09,89377.1
Calgary,2009,7,20,9.26,24.35,7.55,17.2,8.51,3.15,89409.03
Calgary,2009,7,21,0.0,0.0,0.0,16.1,8.74,3.14,89431.94
Calgary,2009,7,22,0.0,0.0,0.0,15.36,8.76,2.98,89433.87
Calgary,2009,7,23,0.0,0.0,0.0,14.71,8.5,3.22,89441.61
Calgary,2009,8,0,0.0,0.0,0.0,12.41,8.57,3.51,89259.35
Calgary,2009,8,1,0.0,0.0,0.0,12.09,8.38,2.61,89247.1
Calgary,2009,8,2,0.0,0.0,0.0,11.59,8.53,2.95,89241.29
Calgary,2009,8,3,0.0,0.0,0.0,11.24,8.38,2.54,89244.84
Calgary,2009,8,4,0.0,0.0,0.0,10.91,8.11,2.34,89242.58
Calgary,2009,8,5,2.8,1.34,1.39,10.76,7.91,2.21,89257.1
Calgary,2009,8,6,51.57,64.78,40.56,11.55,8.33,2.52,89282.26
Calgary,2009,8,7,136.65,177.54,81.36,13.28,8.92,2.92,89294.52
Calgary,2009,8,8,280.04,340.65,123.75,15.37,9.23,3.43,89290.65
Calgary,2009,8,9,425.07,460.87,154.6,17.2,9.25,3.82,89282.9
Calgary,2009,8,10,549.18,543.32,174.77,18.35,8.95,4.09,89267.74
Calgary,2009,8,11,588.6,537.23,182.14,19.33,8.59,4.31,89242.9
Calgary,2009,8,12,570.59,484.54,190.72,20.06,8.64,4.02,89219.68
Calgary,2009,8,13,564.79,502.56,177.38,20.73,8.44,3.89,89201.94
Calgary,2009,8,14,578.11,559.26,177.42,20.95,8.63,3.65,89186.45
Calgary,2009,8,15,492.04,535.28,157.37,21.0,8.6,4.15,89170.32
Calgary,2009,8,16,379.19,521.3,117.76,20.67,8.66,4.31,89161.94
Calgary,2009,8,17,268.28,502.42,88.43,19.98,8.8,4.17,89157.42
Calgary,2009,8,18,129.66,355.3,57.92,18.37,9.38,3.86,89167.1
Calgary,2009,8,19,24.41,76.25,17.89,16.72,9.55,3.56,89194.52
Calgary,2009,8,20,0.18,0.0,0.18,15.61,9.48,3.41,89227.42
Calgary,2009,8,21,0.0,0.0,0.0,14.77,9.39,3.37,89237.42
Calgary,2009,8,22,0.0,0.0,0.0,13.87,9.35,3.13,89250.0
Calgary,2009,8,23,0.0,0.0,0.0,13.32,9.09,3.13,89253.23
Calgary,2009,9,0,0.0,0.0,0.0,11.46,2.71,2.98,89135.67
Calgary,2009,9,1,0.0,0.0,0.0,10.57,2.53,2.76,89126.33
Calgary,2009,9,2,0.0,0.0,0.0,9.71,2.6,2.65,89127.0
Calgary,2009,9,3,0.0,0.0,0.0,9.56,2.47,2.69,89126.33
Calgary,2009,9,4,0.0,0.0,0.0,8.86,2.43,2.95,89120.0
Calgary,2009,9,5,0.04,0.01,0.02,8.61,2.38,2.95,89125.67
